9	35	1423
9	30	1012
9	25	524
9	24.5	477
9	24	423
9	23.5	362
9	23	302
9	22.5	238
9	22	174
9	21.5	107
9	21	44
9	20.5	9
9	20	2
10	35	1610
10	30	1198
10	25	750
10	20	203
10	19.5	131
10	19	51
10	18.5	11
10	18	2
10	17.5	1
11	35	1707
11	30	1287
11	25	881
11	20	389
11	19.5	343
11	19	292
11	18.5	234
11	18	165
11	17.5	84
11	17	21
11	16.5	1




